batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B010548,584,186,727,2,124,978,877,582,798,333,562,998,384,128,125,812,404,658,74,406,158,618,924,441,350,319,923,599,82,213
B015107,102,705,174,102,769,215,139,781,800,745,364,563,94,577,993,338,640,420,581,244,450,223,551,962,943,38,729,985,520,742
B036638,862,956,89,645,493,257,222,183,637,91,408,517,629,975,308,270,162,592,887,901,473,19,124,30,790,688,429,267,532,209
B046415,147,968,96,326,667,161,678,582,529,822,548,165,631,467,976,878,354,222,256,657,126,92,1,55,150,652,73,404,850,496
B020108,299,64,268,466,77,796,209,467,669,618,893,192,683,204,27,92,497,975,326,69,397,156,372,349,183,622,7,586,358,247
B034520,569,776,420,878,311,125,46,461,811,591,867,351,343,145,708,248,438,2,867,980,301,416,418,3,380,784,943,0,777,187
B008156,692,894,464,932,68,612,509,603,168,841,969,244,897,452,149,263,460,391,946,479,13,972,399,269,152,223,258,325,891,213
B032385,430,638,19,281,224,933,874,12,673,14,919,394,373,89,624,334,842,451,716,537,167,371,85,306,640,361,330,199,603,338
B028490,669,636,422,40,122,258,562,476,28,969,701,403,578,696,496,362,864,948,352,943,359,5,785,821,600,401,811,924,700,783
B018842,392,188,758,902,428,195,627,269,368,996,995,167,356,600,701,964,504,558,114,663,819,315,391,553,584,501,854,859,689,784
B022979,584,209,72,911,525,273,166,301,970,66,196,801,301,539,786,950,627,883,238,101,24,786,49,779,865,112,651,813,162,401
B025482,766,996,951,60,947,311,319,914,149,849,947,753,168,806,31,522,305,363,562,436,453,259,257,790,56,281,619,698,468,431
B035487,276,713,567,304,864,899,446,64,911,9,234,689,581,337,162,808,624,455,808,340,511,87,343,168,793,812,672,877,551,606
B023252,696,331,120,232,851,801,704,845,95,116,970,681,251,8,988,289,629,41,448,750,522,391,907,382,611,159,61,116,439,123
B037868,872,138,976,601,375,214,957,629,362,738,856,253,394,430,772,473,558,354,927,329,698,142,658,394,386,347,57,369,196,700
B030624,635,763,158,763,912,231,679,369,863,790,172,695,996,844,516,633,406,636,844,299,823,94,12,859,485,915,758,843,714,43
B009967,54,338,705,755,939,818,249,495,662,740,943,451,579,323,367,907,883,247,263,882,711,343,109,471,808,561,702,152,700,997
B024691,256,602,103,68,330,515,438,123,760,54,188,534,256,927,598,380,934,165,110,305,152,3,481,844,586,964,772,835,593,877
B029962,33,569,842,733,538,770,982,897,179,91,951,188,615,489,404,683,235,48,307,164,497,308,301,679,652,390,15,479,328,876
B026350,310,661,568,168,691,868,781,939,725,400,972,580,918,666,582,788,419,403,151,326,727,465,740,621,678,771,353,706,462,416
B004770,340,741,796,621,444,809,917,492,639,967,519,206,127,938,218,927,390,414,544,857,591,904,686,645,56,749,369,960,736,905
B021576,654,102,455,162,326,250,158,360,1,46,38,893,851,373,497,594,598,952,403,324,860,703,555,458,550,461,735,908,475,32
B003109,99,146,689,795,923,920,977,108,91,96,925,624,451,677,866,56,50,222,653,294,324,575,573,754,94,37,399,417,557,982
B049557,53,10,131,298,464,796,942,841,286,668,83,659,298,70,493,308,382,289,476,295,715,45,353,673,742,671,668,976,590,855
B040021,589,886,925,983,977,361,79,684,426,973,616,425,827,576,733,140,17,405,541,368,823,66,976,663,565,885,754,66,439,946
B010051,353,157,13,150,222,510,35,292,705,328,281,260,310,452,22,927,605,97,763,824,752,617,999,120,585,78,359,112,39,644
B020311,850,667,446,645,748,52,920,338,34,117,711,397,238,848,115,992,174,648,785,863,758,286,200,748,892,248,841,871,470,761
B014965,974,857,534,413,71,958,55,868,288,899,840,520,966,41,311,1,789,0,112,603,74,534,464,971,377,616,485,417,259,560
B020116,456,57,777,328,877,83,480,919,904,436,293,801,427,376,611,726,710,887,622,316,279,502,150,418,437,143,758,173,604,19
B019057,423,969,137,24,396,675,629,731,627,27,410,232,95,403,285,184,275,509,874,848,202,367,969,695,906,197,597,938,740,942
B041793,494,144,582,472,876,31,24,321,333,424,157,733,220,37,489,849,254,670,91,365,780,460,88,95,543,742,476,196,859,766
B040807,657,402,886,69,311,855,622,500,633,635,666,234,615,330,584,191,942,573,24,190,937,780,465,327,469,42,246,739,298,763
B022978,776,66,493,765,260,560,814,702,711,708,648,286,290,607,418,422,924,736,207,988,619,359,248,124,641,275,154,922,820,761
B015801,955,460,829,895,991,283,805,543,156,488,169,613,972,528,984,446,50,205,685,358,243,749,43,369,421,330,357,27,780,824
B032448,984,46,170,166,992,942,592,886,308,298,418,626,842,504,134,787,589,418,297,288,558,264,817,581,188,679,393,257,263,47
B013776,539,45,713,987,605,473,981,402,764,246,483,280,527,513,236,377,607,465,108,230,867,69,941,857,489,365,745,275,145,207
B038173,434,31,417,686,329,604,758,54,830,998,725,139,905,478,83,573,529,726,382,569,308,915,73,910,624,806,417,751,513,2
B007648,196,932,350,787,956,510,302,480,247,112,657,987,357,24,801,473,71,842,312,482,504,277,480,97,409,913,678,217,928,946
B018583,333,852,925,686,988,42,745,690,827,135,363,643,647,42,608,562,239,168,586,486,16,351,391,639,7,402,789,73,37,50
B032478,371,483,605,724,408,231,26,825,244,229,473,653,682,375,326,830,585,231,99,556,634,985,475,99,124,438,920,252,601,375
B005954,259,528,600,428,377,83,146,534,283,211,83,556,705,32,994,71,602,662,743,724,568,214,682,755,196,453,826,775,109,175
B024736,714,836,61,607,858,414,48,824,35,172,403,29,405,436,360,820,984,515,464,596,309,119,727,663,415,867,722,464,804,688
B024859,183,987,125,907,797,135,298,323,489,735,736,547,746,702,304,879,733,354,158,963,390,722,132,621,327,238,147,405,534,378
B043499,261,880,721,509,389,907,79,837,793,889,421,121,1,382,266,736,952,523,328,591,76,115,663,223,862,947,765,668,183,113
B000265,489,362,611,822,230,571,303,331,992,215,263,729,261,453,195,755,995,328,583,72,142,385,479,910,555,798,759,593,952,993
B017094,711,223,778,235,172,918,234,288,186,999,389,195,146,737,925,998,34,850,469,801,330,589,306,457,188,544,616,77,17,703
B001033,443,179,643,279,565,992,66,632,373,118,701,59,514,774,764,398,650,687,17,927,46,986,476,775,52,63,798,495,581,730
B047577,972,722,739,377,886,52,776,35,523,342,514,886,178,201,920,32,26,161,465,93,871,873,632,886,667,851,653,823,707,47
B043897,640,884,118,936,739,171,647,560,958,609,777,214,543,362,518,309,547,600,280,336,330,16,970,617,82,0,618,619,275,589
B010927,320,246,679,257,804,793,683,218,995,392,568,198,15,932,819,64,332,745,512,602,473,455,578,679,61,716,793,30,925,115
B030336,598,379,31,303,915,722,153,693,301,327,827,112,867,573,571,274,690,821,222,702,976,811,463,176,403,49,263,581,862,836
B041249,681,169,194,534,731,63,581,173,381,346,565,974,810,197,19,260,187,78,245,353,103,966,832,271,299,691,415,634,949,958
B043277,131,425,545,601,625,821,984,242,340,506,241,71,454,310,527,613,655,59,297,167,58,703,428,374,575,548,174,361,454,660
B014868,211,901,756,361,204,654,228,544,355,960,485,16,399,142,36,649,702,362,214,145,173,428,386,371,865,831,287,943,746,969
B020305,694,530,250,496,478,24,207,122,724,91,692,937,537,834,845,746,923,691,436,158,487,237,324,466,861,420,808,874,107,328
B012937,962,135,666,283,772,441,193,917,807,202,511,14,115,917,423,174,825,934,876,978,245,795,298,104,543,576,791,373,32,443
B021431,762,786,596,116,841,915,336,502,493,773,896,544,298,321,884,448,32,209,153,529,842,653,539,210,760,640,771,742,102,684
B039221,952,994,287,68,845,71,544,415,819,94,787,369,21,443,892,590,674,860,807,518,569,733,82,548,804,583,721,745,991,23
B026928,821,814,873,699,269,445,54,793,489,918,800,855,127,691,565,831,150,419,240,166,792,778,702,787,914,25,4,540,984,873
B021920,209,495,101,417,673,191,137,658,937,597,983,250,180,134,311,852,978,608,970,909,943,593,170,174,465,541,751,295,317,484
B032018,731,78,379,932,746,752,761,280,148,154,888,547,23,851,39,629,376,797,61,553,401,842,673,508,30,470,194,30,645,404
B008628,665,854,79,82,959,28,660,333,310,598,31,252,510,452,984,209,115,537,452,356,696,705,284,368,566,742,406,314,282,457
B006457,738,660,741,440,150,971,265,380,190,144,775,585,434,342,311,332,904,819,16,529,221,215,295,119,599,18,449,981,418,218
B044801,269,143,378,311,227,775,460,516,368,66,144,281,44,84,928,384,643,530,628,685,326,456,155,125,344,606,600,532,148,71
B048615,555,857,497,160,161,290,791,145,323,126,528,476,59,913,817,729,895,992,516,834,592,244,104,357,146,382,804,534,152,73
B019446,383,906,975,462,393,108,982,132,644,306,876,127,689,872,795,713,483,933,435,317,458,455,398,373,590,352,415,113,819,227
B043547,396,787,28,582,479,430,12,511,663,824,96,947,405,889,760,605,99,587,774,129,634,485,480,196,355,317,188,440,767,461
B014334,360,451,220,726,328,443,532,497,726,823,807,632,662,643,559,320,847,45,924,358,146,609,958,694,314,194,657,266,661,783
B004332,960,909,626,963,540,711,599,598,723,385,41,406,432,709,173,934,931,582,535,496,6,233,12,296,149,874,797,446,479,935
B045764,474,34,409,819,670,197,690,244,44,678,751,66,166,603,212,111,944,549,290,670,484,858,530,747,69,502,221,150,951,909
B046645,767,82,472,617,909,548,716,446,747,277,164,118,906,32,782,766,886,884,744,667,450,116,715,963,239,665,954,71,756,637
B046078,773,491,108,899,737,146,586,877,506,802,547,295,957,543,658,308,140,782,205,131,345,559,74,76,611,666,370,526,702,273
B004172,721,0,489,158,823,230,407,630,898,689,106,110,919,271,8,181,537,784,36,975,601,785,383,328,866,466,427,345,482,152
B039770,412,327,966,932,866,284,837,345,188,33,402,317,647,945,735,774,965,756,119,63,5,342,88,843,673,540,714,77,855,179
B000482,795,90,296,399,918,395,237,992,90,324,121,336,435,100,990,682,994,600,906,315,342,28,548,779,935,405,762,187,952,702
B013603,321,665,827,403,274,495,25,129,113,312,99,525,788,163,910,677,599,914,905,944,800,962,338,98,627,887,641,196,964,646
B014928,625,920,952,143,108,368,532,344,178,259,681,484,272,179,744,863,319,569,617,569,551,961,986,847,14,965,91,928,708,258
B007891,323,872,740,433,963,636,809,541,628,914,567,643,709,916,68,630,538,272,368,474,52,142,740,163,288,844,984,375,634,587
B004046,524,651,25,155,686,962,103,58,361,945,898,450,705,153,676,959,394,857,16,867,256,896,867,446,96,496,84,559,958,375
B030195,347,759,583,254,714,913,855,204,552,358,976,708,620,413,336,753,641,198,842,38,865,187,355,277,177,843,309,869,569,896
B002749,134,671,34,677,877,819,516,828,969,89,528,360,428,219,845,87,458,876,373,242,430,49,870,257,51,706,773,874,7,662
B044072,956,42,348,303,595,671,160,378,689,169,278,322,710,661,216,270,394,840,445,157,489,110,448,350,651,179,635,537,399,789
B050254,149,688,215,192,712,248,324,986,777,326,152,709,370,423,117,171,546,116,427,253,915,29,938,336,15,850,695,924,326,682
B036134,335,47,13,605,382,251,193,754,583,5,80,937,831,570,767,299,73,793,267,105,607,907,552,858,101,250,183,304,617,601
B003172,769,936,991,633,34,336,410,163,716,259,587,103,650,86,697,354,53,343,990,684,529,977,930,655,638,261,633,205,905,416
B021745,614,907,966,698,332,301,48,73,170,684,628,857,890,312,360,76,154,366,931,567,151,53,83,51,974,16,489,315,929,661
B046357,622,722,129,296,95,327,795,742,392,650,459,773,89,897,245,770,495,861,558,286,810,824,978,119,528,888,951,509,494,351
B003890,569,352,57,785,684,620,113,650,630,233,893,925,325,477,111,721,558,447,395,454,996,732,167,333,679,678,170,590,684,929
B043245,411,592,207,918,793,368,128,184,613,746,766,347,415,403,725,260,463,50,65,312,193,918,15,894,13,216,766,120,427,433
B050025,183,285,354,639,846,919,378,59,27,271,867,6,826,152,350,11,904,359,730,949,232,392,61,467,660,307,7,105,351,461
B046810,833,329,449,56,116,729,4,346,862,718,816,67,171,120,59,13,155,602,995,24,676,984,273,789,620,608,996,232,581,522
B003354,712,516,274,430,161,236,558,198,157,695,773,710,959,387,721,924,643,304,303,618,134,47,399,952,703,744,999,764,257,272
B038833,905,392,90,855,700,579,431,947,52,160,438,610,444,895,2,847,937,912,349,927,411,464,334,292,55,340,507,4,112,256
B020204,501,185,488,686,126,576,995,608,467,826,745,315,782,395,712,24,832,88,534,99,2,207,388,795,304,405,332,594,512,894
B006958,33,662,383,315,183,42,59,712,929,581,411,729,355,380,574,171,759,229,589,47,743,464,170,768,51,619,184,219,786,988
B017440,747,368,185,151,486,440,441,528,574,843,36,440,102,576,315,873,87,24,410,275,606,846,541,212,423,768,810,244,832,125
B009987,855,824,187,16,162,363,569,856,245,315,183,406,41,844,547,355,51,538,671,64,477,763,972,571,167,627,326,50,897,551
B018868,897,245,206,700,456,299,416,59,115,203,398,535,322,821,809,455,594,502,947,273,538,564,417,747,907,155,597,700,213,704
B042911,691,920,875,558,486,253,661,912,166,848,464,572,191,278,467,6,720,545,162,179,127,238,662,393,441,644,766,46,959,950
B036762,69,524,882,54,453,45,279,923,324,332,505,728,366,655,237,968,73,304,389,622,230,142,69,285,115,725,851,586,738,833
B023736,631,517,534,978,33,502,607,77,251,629,605,263,630,803,743,853,395,480,60,165,890,40,626,769,513,904,362,901,62,905
B039929,987,991,369,799,399,461,987,504,9,829,162,910,710,856,641,927,882,635,339,395,677,179,723,697,303,444,311,64,291,808
B034519,340,332,506,343,954,231,159,579,930,569,281,374,287,269,922,724,340,100,615,339,495,26,715,1,186,911,839,857,863,188
B043183,461,705,584,394,133,392,332,253,206,1,216,271,682,725,269,642,387,780,373,393,135,209,787,782,197,11,851,266,335,643
B029393,933,786,910,668,6,480,496,357,46,50,967,225,868,347,818,741,742,972,875,353,166,94,671,334,611,968,433,187,31,966
B031162,695,182,616,460,913,571,651,213,167,652,274,654,442,324,872,19,221,167,650,404,85,642,776,784,601,217,880,770,12,538
B001075,159,472,931,578,471,960,689,481,393,642,646,116,914,780,795,43,672,145,449,241,497,600,923,760,384,824,467,932,875,323
B005637,318,392,163,242,483,493,947,182,977,170,154,958,866,602,444,498,135,896,839,492,644,2,10,917,870,326,89,583,478,537
B008441,378,622,501,353,609,848,970,532,487,24,89,668,401,344,611,191,143,954,462,787,125,341,881,105,159,710,442,318,499,6
B037103,379,350,500,852,43,619,677,832,894,372,727,81,401,104,301,186,461,734,641,329,179,160,771,561,217,494,885,192,160,235
B018094,690,177,501,904,404,715,628,690,627,415,438,745,389,714,379,906,706,384,539,246,116,979,913,190,584,232,485,793,56,755
B017794,598,540,922,488,631,388,458,376,392,129,492,999,204,947,763,961,56,181,136,575,378,811,878,122,399,551,927,169,808,862
B014623,814,839,892,906,95,992,240,416,818,849,926,269,646,579,864,597,738,128,135,322,32,736,578,940,512,717,250,916,609,71
B047430,61,863,33,231,373,396,66,632,173,78,86,57,965,184,647,260,402,978,426,197,300,722,706,927,445,23,783,343,318,212
B034847,529,22,844,558,811,414,632,559,45,452,435,770,55,108,239,454,979,628,568,204,218,208,413,261,155,119,681,319,935,812
B033700,121,513,830,426,82,990,942,627,543,652,297,404,541,737,120,273,517,917,494,615,869,405,522,429,97,808,382,551,72,443
B015946,893,760,310,311,85,429,680,792,496,818,898,896,142,498,955,863,275,754,228,820,925,418,399,732,438,225,945,72,121,587
B020321,700,494,678,720,185,768,757,104,197,508,661,668,471,411,616,42,168,987,905,556,452,346,592,799,160,46,413,603,560,150
B019824,695,302,82,239,227,527,133,382,369,369,475,93,541,28,679,379,280,648,964,274,923,262,235,415,472,799,973,522,484,921
B008759,769,130,245,863,953,155,174,408,92,541,420,415,199,362,782,652,384,172,513,918,291,823,688,635,580,61,799,112,308,320
B023093,331,152,722,750,931,76,805,493,499,778,554,832,695,566,509,10,568,385,813,374,927,377,398,444,701,834,456,331,651,197
B011360,859,913,265,346,759,261,340,643,84,157,175,124,357,305,251,630,908,806,706,656,138,79,585,150,624,941,892,917,484,703
B004879,728,375,680,997,82,26,798,501,220,301,169,964,303,988,625,935,542,451,409,431,301,799,586,105,393,665,742,926,174,371
B002939,54,0,928,414,502,588,803,340,95,635,813,163,712,316,561,19,4,997,768,17,237,890,690,899,415,488,226,219,419,232
B026539,552,748,549,707,262,398,595,948,491,924,198,571,141,567,318,452,61,756,438,270,73,827,184,791,348,255,792,749,617,544
B032022,318,829,110,739,611,991,946,839,693,862,257,979,282,474,291,509,570,354,571,502,498,494,99,697,145,680,962,17,957,438
B014579,731,518,607,141,890,844,246,508,763,741,650,462,131,272,595,421,246,584,253,188,803,381,966,319,631,131,99,120,640,525
B010749,742,186,876,885,939,376,632,589,978,267,177,456,107,220,552,854,97,486,818,602,230,598,731,513,306,206,159,425,448,262
B026619,686,299,685,740,525,339,250,555,254,20,174,856,759,990,73,106,786,33,272,3,585,112,777,431,133,46,321,365,152,819
B002506,707,383,874,153,926,690,70,751,606,740,906,729,961,593,411,657,615,647,833,457,871,485,862,525,777,245,315,269,414,324
B033001,190,94,823,202,137,160,862,303,243,392,64,504,387,786,933,440,927,500,159,769,818,948,568,920,372,450,296,864,214,27
B017184,810,249,788,439,522,890,556,74,877,462,916,712,491,365,785,570,16,965,197,580,397,39,226,496,370,891,679,499,555,809
B043999,756,554,432,14,929,321,26,769,413,464,759,791,282,67,717,911,602,521,832,813,351,284,183,647,706,822,309,479,901,767
B034433,290,199,575,683,768,442,894,19,948,76,279,784,776,744,679,814,94,558,591,30,107,491,662,387,899,380,633,623,89,324
B038931,527,313,813,325,312,377,802,166,968,892,483,135,750,315,2,303,551,725,561,820,149,19,184,670,993,109,845,5,260,37
B015620,786,918,940,488,767,761,934,792,961,865,474,718,812,882,308,91,95,648,626,572,689,526,653,7,956,934,436,394,121,492
B018196,46,768,320,670,526,642,761,439,885,647,606,846,864,356,634,164,202,732,467,590,471,31,559,725,110,629,948,299,768,442
B015803,258,706,673,380,616,167,613,779,157,745,502,928,589,885,915,640,819,717,941,170,745,793,14,129,694,231,398,867,139,994
B001280,218,373,426,525,777,502,867,693,580,449,312,291,67,389,701,28,363,366,61,546,586,170,858,697,146,722,444,8,874,51
B034323,89,231,9,423,256,233,769,924,481,587,236,892,428,466,863,221,734,567,218,810,147,552,175,314,348,482,196,452,143,897
B026039,125,811,731,386,953,637,197,576,404,48,962,788,803,962,782,151,151,563,817,184,39,209,344,958,371,762,859,993,947,44
B015925,906,528,185,803,198,780,823,160,580,525,807,309,354,756,660,717,842,18,574,537,762,941,357,290,424,58,507,503,489,985
B038688,133,954,57,93,586,392,352,705,626,482,121,471,97,373,949,182,675,428,422,434,889,124,46,554,883,321,600,85,329,571
B012094,343,261,944,274,320,448,692,248,943,285,668,222,665,153,904,848,862,832,269,73,34,751,173,310,125,637,229,987,495,486
B043013,812,427,342,717,447,259,54,613,533,336,521,358,372,75,581,664,880,416,788,726,221,113,492,423,259,857,38,428,610,752
